record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,latitude,longitude,environment_area,ambient_temperature_c,relative_humidity_pct,temperature_humidity_index,surface_moisture_pct,hygiene_score_0_100,ventilation_score_0_100,manure_contamination_score_0_100,teat_cleanliness_score_0_100,milking_hygiene_score_0_100,post_milking_teat_dip,milking_interval_h,feed_intake_kg_day,water_intake_l_day,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,dominant_pathogen_relative_abundance_pct,milk_yield_kg_day,milk_scc_cells_per_ml,milk_conductivity_mS_cm,milk_pH,milk_temperature_c,milk_fat_pct,milk_protein_pct,milk_lactose_pct,cmt_score_0_3,body_temperature_c,udder_surface_temperature_c,activity_score,rumination_min_day,blood_wbc_10e9_per_l,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event
2026-01-20,F25,221,Sahiwal,5.9,2,39,0,1,0,9.66187,78.52556,feed_area,27.91,80.32,79.58,25.69,51.97,60.13,40.3,45.09,73.47,1,9.27,6.28,46.22,5.148,4.46,4.271,4.362,4.802,3.832,K_pneumoniae,45.03,9.71,68609,4.201,6.636,37.08,3.6,3.16,4.81,0,38.53,34.28,105.4,496.8,7.93,0,18.17,No_Risk,0,1,14.0
2026-01-21,F25,221,Sahiwal,5.9,2,40,0,1,0,9.66187,78.52556,traffic_lane,29.26,79.24,81.59,11.88,79.92,74.41,5.15,99.68,100.0,1,7.84,7.94,49.5,5.21,3.727,5.09,3.866,4.241,3.956,S_uberis,75.88,8.28,103319,3.915,6.651,36.93,3.73,3.24,4.74,0,38.54,33.91,89.0,491.8,6.88,0,5.22,No_Risk,0,1,13.0
2026-01-22,F25,221,Sahiwal,5.9,2,41,0,1,0,9.66187,78.52556,external_road,33.43,61.3,84.8,11.91,65.91,73.48,14.91,61.17,68.52,1,9.62,7.62,58.22,4.711,4.172,3.986,4.014,4.04,3.745,S_aureus,28.91,9.27,59441,4.018,6.691,37.09,4.0,3.53,4.78,0,38.49,34.8,106.9,451.6,8.44,0,8.38,No_Risk,0,1,12.0
2026-01-23,F25,221,Sahiwal,5.9,2,42,0,1,0,9.66187,78.52556,bedding,29.66,73.51,81.34,34.54,32.97,65.96,67.87,29.38,71.05,1,8.79,4.74,60.44,6.143,4.542,5.335,5.839,5.637,4.177,E_coli,49.7,8.75,118886,4.241,6.69,37.12,3.45,3.03,4.69,0,38.55,34.57,93.2,425.5,7.16,0,66.45,Moderate,0,1,11.0
2026-01-24,F25,221,Sahiwal,5.9,2,43,0,1,0,9.66187,78.52556,traffic_lane,30.36,66.07,81.24,18.55,54.88,75.22,36.92,57.94,69.54,1,8.09,6.76,52.11,5.201,4.259,4.973,4.3,4.338,3.706,S_uberis,59.1,8.84,201382,4.306,6.703,37.27,3.75,3.31,4.62,0,38.51,34.44,89.0,436.9,7.86,0,20.44,Low,0,1,10.0
2026-01-25,F25,221,Sahiwal,5.9,2,44,0,1,0,9.66187,78.52556,feed_area,31.91,77.15,85.44,9.04,58.29,74.78,23.14,68.87,79.39,1,7.63,7.85,63.54,4.708,3.754,4.184,4.188,4.03,3.597,E_coli,30.2,8.56,194580,4.254,6.674,37.06,4.15,3.34,4.58,1,38.45,34.77,76.2,368.5,10.45,0,9.94,No_Risk,0,1,9.0
2026-01-26,F25,221,Sahiwal,5.9,2,45,0,1,0,9.66187,78.52556,water_trough,27.91,74.16,78.74,70.46,62.66,69.52,55.27,57.79,61.45,1,7.76,7.59,54.86,6.391,4.694,5.469,5.648,6.219,4.233,K_pneumoniae,67.26,8.44,260845,4.289,6.676,37.36,3.61,3.11,4.8,1,38.4,34.09,103.3,447.6,8.95,0,73.04,High,0,1,8.0
2026-01-27,F25,221,Sahiwal,5.9,2,46,0,1,0,9.66187,78.52556,bedding,26.87,79.83,77.85,27.76,54.27,76.65,40.31,57.38,90.39,1,10.29,7.0,55.12,5.643,3.897,4.877,5.192,5.269,4.149,K_pneumoniae,42.35,7.41,538630,4.625,6.703,37.25,3.68,3.31,4.68,2,38.62,35.38,90.9,479.1,10.49,0,35.81,Low,1,1,7.0
2026-01-28,F25,221,Sahiwal,5.9,2,47,0,1,0,9.66187,78.52556,pasture,28.5,77.31,80.1,24.62,82.17,60.24,3.02,83.52,92.99,1,8.71,6.35,44.98,4.931,4.201,4.603,4.049,4.083,3.781,S_uberis,47.0,6.9,207377,4.608,6.7,37.22,3.75,3.25,4.66,2,38.66,34.5,101.9,440.7,9.94,0,8.55,No_Risk,1,1,6.0
2026-01-29,F25,221,Sahiwal,5.9,2,48,0,1,0,9.66187,78.52556,bedding,31.91,72.23,84.57,40.65,44.21,87.23,46.4,55.22,61.74,1,9.08,5.1,49.57,6.246,4.396,5.411,5.765,5.936,4.528,K_pneumoniae,48.98,7.75,285167,4.766,6.73,37.17,3.5,3.23,4.64,2,38.78,34.27,99.9,425.1,9.28,0,77.35,High,1,1,5.0
2026-01-30,F25,221,Sahiwal,5.9,2,49,0,1,0,9.66187,78.52556,manure_area,29.64,85.52,83.15,48.56,34.8,53.78,60.44,35.52,72.19,1,6.34,5.99,49.2,6.359,4.686,5.606,5.92,5.996,4.08,K_pneumoniae,43.3,7.54,453656,4.514,6.736,36.96,3.87,3.4,4.62,2,38.91,35.27,91.4,434.4,11.14,0,80.22,High,1,1,4.0
2026-01-31,F25,221,Sahiwal,5.9,2,50,0,1,0,9.66187,78.52556,external_waste_area,28.54,82.37,80.88,47.39,17.83,60.67,75.3,18.48,70.58,1,7.44,6.24,53.53,6.416,4.381,5.344,5.845,6.213,4.482,K_pneumoniae,62.61,7.72,504052,4.647,6.727,37.18,3.56,3.28,4.66,2,38.96,34.71,94.0,449.9,10.74,0,86.13,High,1,1,3.0
2026-02-01,F25,221,Sahiwal,5.9,2,51,0,1,0,9.66187,78.52556,pasture,30.93,64.69,81.83,39.58,75.24,80.99,32.34,86.61,87.77,1,10.03,6.21,44.52,5.495,4.237,5.104,4.967,4.515,4.632,S_uberis,40.64,8.02,847381,5.03,6.674,37.3,3.61,3.35,4.47,3,38.96,35.2,88.0,421.0,10.34,0,29.82,Low,1,1,2.0
2026-02-02,F25,221,Sahiwal,5.9,2,52,0,1,0,9.66187,78.52556,soil,25.4,75.08,74.97,24.24,76.78,76.27,8.99,83.95,91.52,1,9.03,5.6,47.99,4.895,3.78,4.52,3.951,4.388,3.777,S_uberis,42.19,7.41,662613,4.929,6.706,37.55,3.6,3.33,4.53,3,39.2,34.9,78.0,416.2,9.95,0,15.22,No_Risk,1,1,1.0
2026-02-03,F25,221,Sahiwal,5.9,2,53,0,1,0,9.66187,78.52556,bedding,25.41,85.39,76.13,29.41,47.64,63.07,34.29,54.0,83.32,1,8.42,7.32,40.9,5.85,4.076,5.16,5.477,5.389,3.802,E_coli,42.39,7.92,714263,5.012,6.752,37.31,3.9,3.49,4.43,3,38.72,34.83,76.4,410.8,9.96,1,64.27,Moderate,0,0,0.0
2026-02-04,F25,221,Sahiwal,5.9,2,54,0,1,0,9.66187,78.52556,milking_parlor,30.8,70.32,82.57,31.3,77.69,99.92,8.35,64.1,88.64,1,7.13,5.84,52.29,5.047,4.469,4.097,4.428,4.19,4.434,S_aureus,26.44,7.25,528264,4.934,6.729,37.21,3.79,3.28,4.63,3,38.88,35.17,76.5,396.6,10.43,1,19.23,No_Risk,0,0,-1.0
2026-02-05,F25,221,Sahiwal,5.9,2,55,0,1,0,9.66187,78.52556,milking_parlor,25.25,69.87,74.19,18.41,73.15,74.55,20.4,77.81,88.37,1,6.37,5.72,42.86,4.812,4.22,4.026,4.259,3.965,4.008,E_coli,28.04,7.92,1220452,5.221,6.712,37.25,3.22,3.39,4.4,3,38.7,35.08,76.4,384.8,9.87,1,13.66,No_Risk,0,0,-2.0
2026-02-06,F25,221,Sahiwal,5.9,2,56,0,1,0,9.66187,78.52556,bedding,31.36,80.84,85.2,37.1,45.31,76.47,58.76,31.31,85.43,0,8.6,6.64,55.49,6.155,4.719,5.639,5.626,5.708,3.842,K_pneumoniae,35.73,7.57,1752686,5.562,6.735,37.53,3.22,3.41,4.47,3,38.87,35.67,68.1,375.9,10.21,1,81.94,High,0,0,-3.0
2026-02-07,F25,221,Sahiwal,5.9,2,57,0,1,0,9.66187,78.52556,feed_area,34.51,68.61,87.8,18.84,65.17,68.97,24.28,57.04,76.07,0,8.72,7.19,57.07,5.053,4.278,3.955,4.754,4.192,4.103,E_coli,50.25,6.33,2825237,5.778,6.795,37.38,3.57,3.23,4.66,3,38.9,36.06,74.6,369.7,11.17,1,35.95,Low,0,0,-4.0
2026-02-08,F25,221,Sahiwal,5.9,2,58,0,1,0,9.66187,78.52556,external_road,31.01,68.47,82.58,1.0,75.77,83.36,14.42,57.05,92.65,1,8.15,7.51,45.17,4.081,3.429,3.377,3.282,3.195,3.544,S_agalactiae,29.06,6.6,2923627,5.885,6.756,37.59,3.52,3.4,4.42,3,38.99,35.72,74.0,327.5,10.8,1,4.63,No_Risk,0,0,-5.0
2026-02-09,F25,221,Sahiwal,5.9,2,59,0,1,0,9.66187,78.52556,traffic_lane,29.49,73.06,81.01,1.0,53.18,74.51,31.39,58.15,86.65,1,8.89,7.04,40.64,4.515,3.448,4.219,3.732,3.755,3.353,S_uberis,50.65,6.28,2136402,5.781,6.814,37.73,3.56,3.35,4.4,3,38.87,35.73,79.0,375.6,8.5,1,15.88,No_Risk,0,0,-6.0
2026-01-01,F03,222,Gir_cross,4.1,1,20,0,1,0,10.10575,78.57794,pasture,27.76,70.93,78.09,32.39,64.82,54.56,22.25,60.76,85.11,1,5.87,6.85,42.04,5.467,4.363,5.003,4.538,5.065,4.272,K_pneumoniae,39.64,10.18,241007,4.192,6.554,36.77,3.82,3.15,4.77,0,38.4,33.21,91.4,462.5,8.83,0,20.29,Low,0,0,
2026-01-02,F03,222,Gir_cross,4.1,1,21,0,1,0,10.10575,78.57794,feed_area,27.95,81.9,79.86,11.93,70.93,56.79,17.38,81.9,89.67,1,6.91,6.56,44.06,4.834,3.942,3.865,4.43,4.25,3.874,E_coli,39.41,10.36,103780,3.933,6.637,37.0,3.73,3.08,4.91,0,38.48,33.9,100.9,500.5,7.72,0,7.04,No_Risk,0,0,
2026-01-03,F03,222,Gir_cross,4.1,1,22,0,1,0,10.10575,78.57794,soil,27.68,77.25,78.81,26.27,64.88,77.23,24.39,76.11,71.57,1,8.84,8.22,37.04,5.31,3.92,5.162,4.191,4.474,3.703,S_uberis,71.22,10.91,153524,3.95,6.681,36.99,3.62,3.21,4.67,0,38.34,34.11,103.3,416.4,8.06,0,17.45,No_Risk,0,0,
2026-01-04,F03,222,Gir_cross,4.1,1,23,0,1,0,10.10575,78.57794,milking_parlor,22.67,68.98,70.24,10.47,81.71,80.4,14.71,76.25,83.82,1,9.28,5.91,54.77,4.485,4.109,3.675,3.686,3.647,3.563,S_aureus,42.13,10.86,74856,3.824,6.677,37.08,3.87,3.27,4.86,0,38.48,34.08,100.8,459.7,7.93,0,3.37,No_Risk,0,0,
2026-01-05,F03,222,Gir_cross,4.1,1,24,0,1,0,10.10575,78.57794,bedding,27.59,77.55,78.7,39.63,50.41,72.26,55.49,47.66,67.07,1,9.99,8.94,53.11,6.096,4.46,5.149,5.736,5.696,4.571,E_coli,43.65,10.15,114546,3.9,6.636,37.03,3.5,3.25,4.84,0,38.58,34.56,93.3,438.1,9.48,0,55.93,Moderate,0,0,
2026-01-06,F03,222,Gir_cross,4.1,1,25,0,1,0,10.10575,78.57794,soil,26.77,72.55,76.78,51.8,55.41,77.27,41.28,52.95,82.47,1,10.43,6.64,37.67,5.642,4.38,5.278,5.088,4.982,3.774,S_uberis,43.32,10.49,124255,4.119,6.661,36.79,3.89,3.2,4.55,0,38.27,33.89,103.0,464.9,8.28,0,29.95,Low,0,0,
2026-01-07,F03,222,Gir_cross,4.1,1,26,0,1,0,10.10575,78.57794,milking_parlor,31.24,68.24,82.88,24.28,77.82,69.93,29.21,100.0,72.45,1,6.77,7.54,56.09,5.015,4.332,4.038,4.535,4.339,4.175,E_coli,33.12,11.79,131806,3.947,6.673,36.95,3.67,3.21,4.77,0,38.64,33.74,96.2,459.8,7.07,0,11.35,No_Risk,0,0,
2026-01-08,F03,222,Gir_cross,4.1,1,27,0,1,0,10.10575,78.57794,traffic_lane,27.92,77.23,79.18,31.48,49.06,56.97,47.46,44.84,62.97,1,8.01,6.97,50.96,5.507,4.788,5.072,4.671,4.862,4.356,S_uberis,36.66,10.13,81389,4.217,6.628,37.15,4.0,3.27,4.77,0,38.54,33.95,82.2,515.3,7.94,0,31.13,Low,0,0,
2026-01-09,F03,222,Gir_cross,4.1,1,28,0,1,0,10.10575,78.57794,soil,26.06,72.6,75.72,40.89,71.14,62.21,32.22,55.69,79.6,1,7.58,6.17,47.38,5.607,4.19,5.372,4.822,4.735,4.518,S_uberis,58.18,10.46,180326,4.373,6.677,37.08,3.89,3.27,4.61,0,38.45,34.33,106.2,485.8,8.93,0,22.23,Low,0,0,
2026-01-10,F03,222,Gir_cross,4.1,1,29,0,1,0,10.10575,78.57794,milking_parlor,26.53,65.58,75.58,20.2,68.62,61.69,30.57,67.34,78.69,1,8.15,9.15,41.93,5.075,4.154,4.346,4.281,4.501,4.5,K_pneumoniae,26.66,10.28,98126,4.069,6.617,36.8,3.75,3.24,4.63,0,38.59,34.37,104.3,486.7,9.36,0,10.72,No_Risk,0,0,
2026-01-11,F03,222,Gir_cross,4.1,1,30,0,1,0,10.10575,78.57794,feed_area,27.1,73.57,77.42,7.02,79.75,72.3,4.26,91.11,86.66,1,8.6,7.18,53.18,4.415,3.842,3.516,3.489,4.023,3.326,K_pneumoniae,40.59,10.88,89088,3.954,6.717,37.1,3.8,3.17,4.71,0,38.55,34.15,85.7,480.1,10.84,0,3.19,No_Risk,0,0,
2026-01-12,F03,222,Gir_cross,4.1,1,31,0,1,0,10.10575,78.57794,milking_parlor,27.02,72.45,77.16,19.98,77.56,66.0,0.53,81.41,87.91,0,7.6,6.55,45.1,5.277,5.063,4.13,4.209,4.204,4.447,S_aureus,61.07,9.79,107862,4.0,6.64,36.99,3.79,3.44,5.01,0,38.43,34.22,109.8,438.5,9.67,0,8.83,No_Risk,0,0,
2026-01-13,F03,222,Gir_cross,4.1,1,32,0,1,0,10.10575,78.57794,bedding,34.88,77.11,90.1,26.7,44.74,71.42,59.68,36.32,63.55,1,7.6,6.67,60.59,5.833,3.982,5.14,5.465,5.339,4.376,E_coli,42.82,10.73,94157,4.041,6.65,37.02,4.04,3.27,4.69,1,38.59,33.8,96.3,537.6,8.94,0,51.22,Moderate,0,0,
2026-01-14,F03,222,Gir_cross,4.1,1,33,0,1,0,10.10575,78.57794,manure_area,33.99,88.85,90.99,37.77,33.64,53.45,56.53,38.48,66.23,1,7.19,7.17,56.02,6.29,3.989,4.718,5.737,6.12,4.364,K_pneumoniae,67.63,11.31,105618,4.056,6.592,36.93,3.65,3.38,4.64,0,38.69,34.34,96.2,475.5,8.13,0,62.59,Moderate,0,0,
2026-01-15,F03,222,Gir_cross,4.1,1,34,0,1,0,10.10575,78.57794,water_trough,26.75,92.63,79.25,58.48,61.6,62.18,40.12,60.66,84.65,1,8.53,6.81,45.6,6.132,4.552,5.264,5.714,5.758,4.668,K_pneumoniae,42.25,10.71,77672,3.993,6.673,37.16,3.97,3.17,4.84,0,38.72,34.49,101.7,469.2,10.08,0,53.19,Moderate,0,0,
2026-01-16,F03,222,Gir_cross,4.1,1,35,0,1,0,10.10575,78.57794,soil,30.74,68.83,82.24,43.92,64.75,74.91,25.49,72.69,73.35,1,10.15,5.77,53.44,5.679,4.256,5.5,4.835,4.713,4.354,S_uberis,66.32,10.18,96919,4.105,6.625,37.08,3.62,3.36,4.88,0,38.37,34.71,106.8,478.6,8.76,0,30.65,Low,0,0,
2026-01-17,F03,222,Gir_cross,4.1,1,36,0,1,0,10.10575,78.57794,milking_parlor,35.61,68.56,89.44,5.6,76.41,62.31,7.7,85.68,89.13,1,9.23,7.35,65.38,4.481,4.03,3.531,3.264,3.87,3.837,S_aureus,35.43,10.78,102855,4.131,6.669,36.9,3.63,3.22,4.95,0,38.54,33.89,95.9,465.4,7.12,0,2.93,No_Risk,0,0,
2026-01-18,F03,222,Gir_cross,4.1,1,37,0,1,0,10.10575,78.57794,traffic_lane,30.51,73.19,82.61,7.59,46.42,74.79,35.08,49.42,58.91,1,8.23,7.79,54.25,4.747,3.735,4.16,4.041,4.081,4.112,S_uberis,25.9,10.39,99223,3.845,6.642,37.05,3.87,3.27,4.73,0,38.57,33.69,106.1,454.5,6.66,0,12.68,No_Risk,0,0,
2026-01-19,F03,222,Gir_cross,4.1,1,38,0,1,0,10.10575,78.57794,bedding,30.31,77.37,82.96,21.29,50.91,58.73,37.81,49.25,67.81,1,9.18,7.47,47.64,5.539,4.336,5.044,4.672,5.204,3.845,K_pneumoniae,46.17,10.97,119990,3.931,6.641,37.11,3.72,3.26,4.8,1,38.51,34.03,109.6,469.4,8.05,0,29.51,Low,0,0,
2026-01-20,F03,222,Gir_cross,4.1,1,39,0,1,0,10.10575,78.57794,water_trough,27.61,88.16,80.13,57.1,39.38,65.76,64.9,45.77,53.33,0,9.53,5.4,51.64,6.603,5.547,5.188,5.832,6.445,4.54,K_pneumoniae,69.55,11.4,129414,3.763,6.662,36.86,4.09,3.29,4.74,0,38.44,33.99,108.3,458.6,8.05,0,78.74,High,0,0,
2026-01-21,F03,222,Gir_cross,4.1,1,40,0,1,0,10.10575,78.57794,feed_area,28.74,73.88,79.98,19.02,63.08,77.36,28.59,63.18,87.15,1,7.99,7.35,52.99,4.824,3.83,3.811,4.28,4.407,3.946,K_pneumoniae,38.31,9.8,174265,3.966,6.605,37.14,3.95,3.26,4.45,0,38.5,34.11,88.1,423.7,7.47,0,7.67,No_Risk,0,0,
2026-01-22,F03,222,Gir_cross,4.1,1,41,0,1,0,10.10575,78.57794,external_road,30.87,68.32,82.35,9.94,67.63,67.14,39.13,59.97,81.45,1,7.29,6.19,54.33,4.629,3.584,3.906,4.059,3.927,4.033,E_coli,26.89,11.22,95834,4.142,6.65,36.95,3.74,3.26,4.85,0,38.13,34.3,108.5,456.4,6.51,0,6.56,No_Risk,0,0,
2026-01-23,F03,222,Gir_cross,4.1,1,42,0,1,0,10.10575,78.57794,soil,22.9,76.53,71.22,38.23,54.94,67.1,34.51,49.54,82.86,1,7.93,7.08,46.11,5.274,3.988,4.914,4.531,4.743,3.85,S_uberis,43.61,11.29,60702,3.929,6.684,36.98,3.4,3.28,4.89,0,38.41,33.59,100.2,448.9,7.24,0,17.44,No_Risk,0,0,
2026-01-24,F03,222,Gir_cross,4.1,1,43,0,1,0,10.10575,78.57794,milking_parlor,30.09,64.29,80.56,7.95,55.26,90.89,24.25,59.19,86.29,1,8.47,7.12,44.58,4.954,4.667,4.058,3.618,4.142,4.148,S_aureus,51.63,11.38,59294,3.857,6.606,36.78,3.79,3.07,4.76,0,38.53,34.01,96.2,470.5,9.08,0,9.99,No_Risk,0,0,
2026-01-25,F03,222,Gir_cross,4.1,1,44,0,1,0,10.10575,78.57794,manure_area,31.01,83.41,85.07,46.97,10.7,61.84,78.41,3.16,62.1,1,5.72,5.26,54.7,6.493,4.459,5.189,6.021,6.27,4.355,K_pneumoniae,59.72,11.4,126784,4.078,6.664,37.08,3.72,3.2,4.8,1,38.43,34.06,91.0,465.5,7.69,0,81.46,High,0,0,
2026-01-26,F03,222,Gir_cross,4.1,1,45,0,1,0,10.10575,78.57794,pasture,28.69,68.04,79.07,16.22,76.22,75.66,7.44,67.57,84.78,1,10.11,9.19,46.58,5.179,4.357,5.019,3.56,4.143,3.798,S_uberis,69.17,10.47,92662,4.117,6.649,37.0,3.78,3.11,4.88,0,38.57,34.06,106.5,459.3,11.16,0,7.11,No_Risk,0,0,
2026-01-27,F03,222,Gir_cross,4.1,1,46,0,1,0,10.10575,78.57794,bedding,31.86,74.05,84.82,30.49,63.35,75.47,43.1,68.69,80.98,1,7.61,6.86,51.26,6.127,4.059,5.129,5.547,5.921,3.884,K_pneumoniae,62.24,10.11,95678,4.084,6.716,36.8,4.19,3.15,4.74,0,38.48,34.6,98.7,505.5,9.2,0,38.21,Low,0,0,
2026-01-28,F03,222,Gir_cross,4.1,1,47,0,1,0,10.10575,78.57794,manure_area,27.08,92.32,79.77,53.83,29.98,55.01,76.95,36.6,63.79,1,8.24,6.47,51.84,6.804,4.63,4.925,5.949,6.725,4.66,K_pneumoniae,83.33,11.44,181231,4.078,6.674,37.03,3.97,3.04,4.76,0,38.52,34.38,94.3,452.4,6.95,0,72.24,High,0,0,
2026-01-29,F03,222,Gir_cross,4.1,1,48,0,1,0,10.10575,78.57794,bedding,28.8,80.34,81.02,21.11,49.18,76.23,42.69,44.71,71.7,1,6.64,6.23,58.03,5.97,4.248,5.305,5.263,5.715,4.088,K_pneumoniae,55.53,10.55,83297,4.178,6.643,36.78,3.63,3.22,4.6,0,38.48,33.76,90.2,507.5,8.28,0,48.5,Moderate,0,0,
2026-01-30,F03,222,Gir_cross,4.1,1,49,0,1,0,10.10575,78.57794,manure_area,33.56,81.83,88.93,49.52,42.79,56.27,58.02,51.36,57.62,1,7.54,9.07,62.08,6.381,4.928,4.966,6.065,6.016,4.453,E_coli,48.33,11.46,49585,4.142,6.668,36.88,3.64,3.46,4.83,1,38.5,34.74,107.8,439.1,9.77,0,66.46,Moderate,0,0,
2026-01-31,F03,222,Gir_cross,4.1,1,50,0,1,0,10.10575,78.57794,milking_parlor,27.22,74.53,77.73,1.0,86.31,59.83,0.0,86.18,94.47,0,7.32,7.34,49.79,4.712,4.6,3.265,3.45,3.307,3.693,S_aureus,77.42,10.9,75880,4.091,6.634,37.15,4.02,3.29,4.6,1,38.43,33.94,89.4,466.8,7.6,0,2.14,No_Risk,0,0,
2026-02-01,F03,222,Gir_cross,4.1,1,51,0,1,0,10.10575,78.57794,water_trough,28.51,83.87,81.04,45.96,53.03,73.35,57.06,40.19,64.18,1,10.45,6.3,53.46,6.306,4.385,4.712,5.864,6.081,4.177,K_pneumoniae,59.44,9.92,89405,4.038,6.708,37.18,3.65,3.34,4.68,0,38.61,33.88,104.7,482.7,6.7,0,57.64,Moderate,0,0,
2026-02-02,F03,222,Gir_cross,4.1,1,52,0,1,0,10.10575,78.57794,traffic_lane,26.8,74.35,77.07,1.0,54.75,75.09,27.45,56.63,77.56,1,9.5,7.85,41.86,4.705,3.129,4.539,3.586,3.679,3.787,S_uberis,68.25,10.26,121572,3.915,6.628,36.9,3.87,3.18,4.69,1,38.4,33.96,88.4,457.2,8.22,0,5.16,No_Risk,0,0,
2026-02-03,F03,222,Gir_cross,4.1,1,53,0,1,0,10.10575,78.57794,bedding,29.35,88.89,83.17,14.82,49.66,59.09,36.24,43.5,73.41,0,7.47,8.29,38.29,5.421,4.467,4.527,5.081,4.848,3.998,E_coli,45.67,10.43,92625,3.956,6.693,37.09,4.04,3.1,4.71,0,38.45,34.87,92.2,434.9,6.9,0,29.9,Low,0,0,
2026-02-04,F03,222,Gir_cross,4.1,1,54,0,1,0,10.10575,78.57794,bedding,31.85,76.79,85.27,30.72,51.02,59.39,41.85,57.17,81.48,0,7.65,7.87,61.05,5.749,4.302,5.004,5.408,5.242,4.001,E_coli,45.57,10.5,198885,3.894,6.674,37.21,3.59,3.2,4.7,0,38.49,34.74,90.7,475.0,8.73,0,34.29,Low,0,0,
2026-02-05,F03,222,Gir_cross,4.1,1,55,0,1,0,10.10575,78.57794,bedding,31.1,73.32,83.52,31.51,50.83,74.17,43.67,54.4,65.11,1,11.09,7.04,71.21,6.019,4.424,4.795,5.501,5.787,4.437,K_pneumoniae,58.56,9.52,105920,4.122,6.645,36.88,3.75,3.54,4.65,1,38.37,34.57,105.3,443.2,10.43,0,53.45,Moderate,0,0,
2026-02-06,F03,222,Gir_cross,4.1,1,56,0,1,0,10.10575,78.57794,feed_area,22.96,71.9,70.92,15.55,80.08,67.03,1.67,73.17,100.0,1,9.05,6.7,37.92,4.671,3.382,4.135,3.81,4.195,3.94,K_pneumoniae,33.43,10.01,158462,3.994,6.671,36.96,4.04,3.28,4.71,0,38.35,33.82,98.8,499.1,9.06,0,3.42,No_Risk,0,0,
2026-02-07,F03,222,Gir_cross,4.1,1,57,0,1,0,10.10575,78.57794,soil,28.46,82.98,80.84,40.04,41.42,68.7,59.61,50.2,74.7,1,7.2,5.19,54.38,5.572,4.574,5.3,4.787,4.82,3.964,S_uberis,53.43,9.5,92172,4.288,6.621,37.02,3.92,3.27,4.8,0,38.34,33.97,106.5,495.3,8.45,0,38.55,Low,0,0,
2026-02-08,F03,222,Gir_cross,4.1,1,58,0,1,0,10.10575,78.57794,soil,31.11,76.85,84.13,41.71,67.69,66.73,21.29,83.31,74.8,1,8.95,5.43,54.53,5.461,4.337,5.197,4.67,4.712,4.056,S_uberis,54.5,9.83,163409,4.032,6.57,37.02,4.12,3.32,4.85,0,38.49,34.39,90.2,507.7,7.43,0,27.37,Low,0,0,
2026-02-09,F03,222,Gir_cross,4.1,1,59,0,1,0,10.10575,78.57794,feed_area,25.08,73.74,74.34,20.19,61.97,80.43,23.81,65.1,70.19,1,6.29,7.48,45.54,4.812,3.636,4.048,4.403,4.25,3.796,E_coli,39.0,10.55,41840,4.135,6.666,37.07,3.9,3.21,4.68,0,38.42,34.19,90.3,421.8,8.03,0,9.99,No_Risk,0,0,
2026-01-01,F11,223,Murrah_buffalo,8.5,3,20,0,1,0,10.00951,78.20043,external_waste_area,28.04,87.08,80.71,46.25,22.7,68.61,83.94,6.71,61.64,1,7.53,7.04,47.78,6.413,4.31,4.83,6.064,6.11,4.753,K_pneumoniae,49.66,7.38,128391,4.132,6.637,37.28,3.43,3.37,4.95,0,38.47,33.92,102.1,504.5,7.87,0,72.91,High,0,0,26.0
2026-01-02,F11,223,Murrah_buffalo,8.5,3,21,0,1,0,10.00951,78.20043,bedding,24.23,68.59,72.53,28.51,43.95,70.08,34.23,38.57,76.39,1,7.35,6.38,43.58,5.837,4.195,5.03,5.284,5.563,3.819,K_pneumoniae,53.15,8.19,62151,4.061,6.709,36.88,3.85,3.28,4.72,0,38.46,34.43,103.4,394.4,9.15,0,46.34,Moderate,0,0,25.0
2026-01-03,F11,223,Murrah_buffalo,8.5,3,22,0,1,0,10.00951,78.20043,water_trough,22.88,85.46,71.95,68.13,50.79,61.69,56.57,53.59,57.67,1,8.04,5.64,47.94,6.23,4.621,5.217,5.59,6.038,4.085,K_pneumoniae,64.24,7.92,119058,4.006,6.686,36.86,3.87,3.03,4.73,0,38.23,33.46,94.3,468.4,9.03,0,56.13,Moderate,0,0,24.0
2026-01-04,F11,223,Murrah_buffalo,8.5,3,23,0,1,0,10.00951,78.20043,water_trough,27.46,85.26,79.5,55.91,29.02,67.26,76.34,45.66,60.36,1,9.1,8.03,44.34,6.369,4.457,4.796,6.139,5.922,4.562,E_coli,58.85,7.14,166225,4.073,6.645,36.99,3.72,3.36,4.84,1,38.49,34.45,97.9,467.6,7.95,0,71.18,High,0,0,23.0
2026-01-05,F11,223,Murrah_buffalo,8.5,3,24,0,1,0,10.00951,78.20043,pasture,25.38,77.26,75.19,21.52,73.62,72.64,8.47,81.0,87.32,1,9.22,9.14,47.46,4.976,4.19,4.643,4.066,4.228,3.822,S_uberis,46.43,7.25,98092,4.093,6.651,36.93,3.85,3.17,4.83,0,38.59,34.19,109.3,444.4,8.53,0,8.58,No_Risk,0,0,22.0
