Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,Ambient_Temperature_C,Humidity_pct,THI,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,class1,SCC_Change_3d,SCC_Change_7d,Conductivity_Change_3d,Conductivity_Change_7d,Yield_Change_3d,Yield_Change_7d,Activity_Change_3d,Activity_Change_7d,Rumination_Change_3d,Rumination_Change_7d,Temperature_Change_3d,Temperature_Change_7d
R03762,C0501,Synthetic,Synthetic_History,4,6,Jersey,7.3,6,6,94,1,1,38.62,39.13,66.8,399.6,15.53,122.6,35.8,,5.02,95,24.18,,3.5,3.07,5.0,12.32,27.0,72.2,77.1,1,3,3,,,,,,,,,,,,,
R03763,C0501,Synthetic,Synthetic_History,3,7,Jersey,7.3,6,6,93,1,1,38.36,38.83,70.2,440.4,15.39,105.1,35.92,,4.94,65,23.91,,4.21,2.97,4.8,12.66,27.1,73.9,77.5,1,3,3,,,,,,,,,,,,,
R03764,C0502,Synthetic,Synthetic_History,22,1,Sahiwal,7.1,5,5,8,0,0,39.44,40.55,87.4,458.9,10.2,68.8,38.74,,7.09,683,9.35,,4.51,3.65,4.35,13.31,27.4,98.0,81.1,2,3,2,,,,,,,,,,,,,
R03765,C0502,Synthetic,Synthetic_History,21,2,Sahiwal,7.1,5,5,7,0,0,39.51,40.67,80.9,445.6,9.88,45.8,38.64,,7.07,652,9.15,,4.42,3.83,5.12,14.1,27.3,93.3,80.3,2,3,2,,,,,,,,,,,,,
R03766,C0502,Synthetic,Synthetic_History,20,3,Sahiwal,7.1,5,5,6,0,0,39.35,40.13,80.2,411.6,9.16,43.9,38.67,,6.79,764,9.62,,3.6,3.28,4.87,12.38,28.4,91.6,82.0,2,3,2,,,,,,,,,,,,,
R03767,C0502,Synthetic,Synthetic_History,19,4,Sahiwal,7.1,5,5,5,0,0,39.06,39.97,79.5,390.3,9.35,61.9,38.69,,6.61,713,9.7,,3.8,3.31,4.62,12.44,28.1,87.1,80.8,2,3,2,,,,,,,,,,,,,
R03768,C0502,Synthetic,Synthetic_History,18,5,Sahiwal,7.1,5,5,4,0,0,39.51,40.05,94.3,422.2,11.27,49.6,38.75,,6.63,659,11.54,,4.25,3.1,4.4,12.36,28.1,84.3,80.4,2,3,2,,,,,,,,,,,,,
R03769,C0502,Synthetic,Synthetic_History,17,6,Sahiwal,7.1,5,5,3,0,0,39.29,40.42,97.6,421.7,9.92,58.2,38.27,,6.57,676,9.04,,3.48,3.0,4.58,11.81,28.2,85.1,80.7,2,3,2,,,,,,,,,,,,,
R03770,C0502,Synthetic,Synthetic_History,16,7,Sahiwal,7.1,5,5,2,0,0,39.24,40.26,96.8,435.5,10.95,53.9,38.43,,7.07,549,9.44,,3.81,2.9,4.5,11.77,27.7,87.2,80.2,2,3,2,,,,,,,,,,,,,
R03771,C0503,Synthetic,Synthetic_History,25,1,Gir,3.8,2,2,163,0,0,39.23,40.61,65.8,440.1,8.55,60.2,37.11,,7.64,884,11.48,,4.05,3.48,4.8,13.14,26.7,60.8,75.4,2,2,3,,,,,,,,,,,,,
R03772,C0503,Synthetic,Synthetic_History,24,2,Gir,3.8,2,2,162,0,0,39.04,39.98,70.2,460.7,10.34,67.8,36.97,,7.41,892,11.52,,3.19,3.45,4.63,11.87,26.6,59.9,75.0,2,2,3,,,,,,,,,,,,,
R03773,C0503,Synthetic,Synthetic_History,23,3,Gir,3.8,2,2,161,0,0,39.1,39.96,81.3,490.6,8.27,57.0,36.86,,7.44,733,11.41,,4.33,3.38,4.94,13.39,27.4,67.7,77.2,2,2,3,,,,,,,,,,,,,
R03774,C0503,Synthetic,Synthetic_History,22,4,Gir,3.8,2,2,160,0,0,38.87,39.83,89.4,477.6,11.27,62.7,36.75,,7.2,558,12.73,,4.47,3.8,4.84,13.77,26.8,66.4,76.2,2,2,3,,,,,,,,,,,,,
R03775,C0503,Synthetic,Synthetic_History,21,5,Gir,3.8,2,2,159,0,0,38.88,39.98,99.3,488.5,7.65,76.8,36.51,,6.9,546,13.51,,3.87,3.62,4.82,12.93,25.7,68.5,74.8,2,2,3,,,,,,,,,,,,,
R03776,C0503,Synthetic,Synthetic_History,20,6,Gir,3.8,2,2,158,0,0,39.44,40.62,100.0,444.5,9.19,66.9,36.95,,6.82,545,13.88,,4.14,3.12,4.97,12.99,26.4,72.0,76.2,2,2,3,,,,,,,,,,,,,
R03777,C0503,Synthetic,Synthetic_History,19,7,Gir,3.8,2,2,157,0,0,38.95,40.11,100.0,447.0,11.0,73.7,36.76,,6.26,510,14.06,,3.39,3.19,4.98,12.37,26.9,66.8,76.3,2,2,3,,,,,,,,,,,,,
R03778,C0504,Synthetic,Synthetic_History,2,1,Holstein_Friesian,5.2,4,4,29,0,1,38.68,39.21,82.4,487.9,23.38,103.0,36.69,,4.75,180,20.78,,3.86,3.37,4.61,12.47,36.9,52.5,87.8,1,2,2,,,,,,,,,,,,,
R03779,C0504,Synthetic,Synthetic_History,1,2,Holstein_Friesian,5.2,4,4,28,0,1,39.02,39.36,95.9,469.3,21.85,102.7,37.27,,4.7,139,22.53,,3.43,3.49,5.2,12.73,36.5,50.1,86.9,1,2,2,,,,,,,,,,,,,
R03780,C0505,Synthetic,Synthetic_History,17,1,Holstein_Friesian,3.4,2,2,24,0,1,38.54,38.88,50.0,533.3,21.68,87.2,35.9,,5.06,158,20.67,,3.98,3.1,4.54,12.27,26.1,53.5,73.6,1,2,2,,,,,,,,,,,,,
R03781,C0505,Synthetic,Synthetic_History,16,2,Holstein_Friesian,3.4,2,2,23,0,1,38.6,39.2,51.0,490.3,19.96,112.0,36.11,,5.01,146,19.64,,3.73,2.87,4.8,12.16,26.4,57.6,74.5,1,2,2,,,,,,,,,,,,,
R03782,C0505,Synthetic,Synthetic_History,15,3,Holstein_Friesian,3.4,2,2,22,0,1,38.62,38.88,57.1,474.0,20.41,99.5,36.07,,4.88,163,18.8,,3.81,3.55,4.38,12.39,25.9,59.0,74.0,1,2,2,,,,,,,,,,,,,
R03783,C0505,Synthetic,Synthetic_History,14,4,Holstein_Friesian,3.4,2,2,21,0,1,38.69,39.35,58.0,465.0,19.72,85.2,36.33,,4.51,138,18.0,,3.95,3.22,4.82,12.81,26.5,60.0,75.0,1,2,2,,,,,,,,,,,,,
R03784,C0505,Synthetic,Synthetic_History,13,5,Holstein_Friesian,3.4,2,2,20,0,1,38.45,38.99,61.8,463.0,21.07,88.9,35.92,,4.39,131,16.61,,2.91,3.53,4.84,11.95,26.2,62.2,74.8,1,2,2,,,,,,,,,,,,,
R03785,C0505,Synthetic,Synthetic_History,12,6,Holstein_Friesian,3.4,2,2,19,0,1,38.6,38.81,63.9,470.0,22.06,93.7,35.9,,4.3,123,16.98,,3.83,2.84,4.52,11.86,24.8,62.1,72.8,1,2,2,,,,,,,,,,,,,
R03786,C0505,Synthetic,Synthetic_History,11,7,Holstein_Friesian,3.4,2,2,18,0,1,38.44,39.0,71.7,461.7,23.02,105.0,35.48,,4.08,138,19.07,,3.22,2.86,4.17,10.89,25.6,62.9,73.9,1,2,2,,,,,,,,,,,,,
R03787,C0506,Synthetic,Synthetic_History,24,1,Sahiwal,4.5,3,3,249,0,1,38.42,38.57,98.3,438.9,9.37,89.4,34.67,,5.26,40,17.46,,3.82,2.96,5.0,12.66,30.3,38.5,76.9,1,1,2,,,,,,,,,,,,,
R03788,C0506,Synthetic,Synthetic_History,23,2,Sahiwal,4.5,3,3,248,0,1,37.97,38.6,100.0,437.6,11.99,76.3,35.26,,5.08,42,16.65,,4.19,3.11,4.8,12.95,29.7,38.4,76.1,1,1,2,,,,,,,,,,,,,
R03789,C0506,Synthetic,Synthetic_History,22,3,Sahiwal,4.5,3,3,247,0,1,38.42,38.83,92.5,444.1,13.96,112.0,35.06,,5.09,45,20.89,,3.15,3.09,5.08,12.01,30.2,39.4,76.9,1,1,2,,,,,,,,,,,,,
R03790,C0506,Synthetic,Synthetic_History,21,4,Sahiwal,4.5,3,3,246,0,1,38.37,39.35,96.2,450.7,13.06,124.9,35.13,,5.08,42,22.81,,2.98,3.47,4.68,11.77,31.2,35.1,77.3,1,1,2,,,,,,,,,,,,,
R03791,C0506,Synthetic,Synthetic_History,20,5,Sahiwal,4.5,3,3,245,0,1,38.46,38.53,100.0,449.6,13.52,95.3,35.25,,5.06,33,23.04,,3.06,3.41,4.7,11.93,30.6,39.0,77.3,1,1,2,,,,,,,,,,,,,
R03792,C0506,Synthetic,Synthetic_History,19,6,Sahiwal,4.5,3,3,244,0,1,38.44,38.83,100.0,452.9,12.51,99.1,34.77,,4.91,28,23.05,,2.99,3.05,5.03,11.87,28.9,45.3,76.2,1,1,2,,,,,,,,,,,,,
R03793,C0506,Synthetic,Synthetic_History,18,7,Sahiwal,4.5,3,3,243,0,1,37.79,38.37,100.0,434.5,12.79,119.6,34.53,,4.72,26,22.74,,3.44,3.25,4.85,12.24,27.6,45.8,74.6,1,1,2,,,,,,,,,,,,,
R03794,C0507,Synthetic,Synthetic_History,23,1,Crossbred,3.4,2,2,166,0,0,38.44,38.91,70.6,460.2,17.44,98.4,35.92,,4.49,206,17.64,,3.39,3.15,4.98,12.17,16.0,59.0,60.1,1,2,3,,,,,,,,,,,,,
R03795,C0507,Synthetic,Synthetic_History,22,2,Crossbred,3.4,2,2,165,0,0,38.62,39.02,60.4,474.6,16.12,84.6,35.8,,4.56,225,17.06,,3.78,3.54,4.19,11.97,15.1,58.2,58.9,1,2,3,,,,,,,,,,,,,
R03796,C0507,Synthetic,Synthetic_History,21,3,Crossbred,3.4,2,2,164,0,0,38.82,39.1,56.4,493.1,16.78,73.4,36.09,,4.37,167,17.01,,3.73,3.44,5.0,13.02,14.0,55.0,57.4,1,2,3,,,,,,,,,,,,,
R03797,C0507,Synthetic,Synthetic_History,20,4,Crossbred,3.4,2,2,163,0,0,38.25,38.4,56.2,510.7,16.6,78.6,36.1,,4.88,123,16.26,,3.57,3.28,4.44,11.77,12.4,53.5,55.2,1,2,3,,,,,,,,,,,,,
R03798,C0507,Synthetic,Synthetic_History,19,5,Crossbred,3.4,2,2,162,0,0,38.4,38.74,67.5,501.3,14.13,80.1,36.4,,4.22,124,16.89,,3.7,3.01,4.95,12.56,12.0,56.0,54.7,1,2,3,,,,,,,,,,,,,
R03799,C0507,Synthetic,Synthetic_History,18,6,Crossbred,3.4,2,2,161,0,0,38.66,38.85,56.9,495.5,16.42,68.7,36.51,,4.08,121,14.75,,3.58,3.03,4.93,12.4,12.0,54.4,54.7,1,2,3,,,,,,,,,,,,,
R03800,C0507,Synthetic,Synthetic_History,17,7,Crossbred,3.4,2,2,160,0,0,38.45,38.68,56.3,518.4,15.03,75.7,36.24,,4.01,131,13.23,,3.3,3.04,4.51,11.59,12.0,52.8,54.7,1,2,3,,,,,,,,,,,,,
R03801,C0508,Synthetic,Synthetic_History,12,1,Sahiwal,7.4,6,6,30,0,0,39.08,40.25,70.8,481.8,11.49,64.9,37.83,,7.1,482,11.58,,4.73,3.43,4.9,13.94,32.6,91.4,89.2,1,4,2,,,,,,,,,,,,,
R03802,C0508,Synthetic,Synthetic_History,11,2,Sahiwal,7.4,6,6,29,0,0,39.18,39.71,74.8,471.4,11.68,78.8,37.71,,7.41,507,13.95,,3.8,3.4,4.38,12.37,31.6,84.7,86.3,1,4,2,,,,,,,,,,,,,
R03803,C0508,Synthetic,Synthetic_History,10,3,Sahiwal,7.4,6,6,28,0,0,39.22,40.28,74.7,450.6,10.12,69.5,37.6,,7.47,457,13.24,,3.65,3.41,4.4,12.18,31.7,81.6,85.9,1,4,2,,,,,,,,,,,,,
R03804,C0508,Synthetic,Synthetic_History,9,4,Sahiwal,7.4,6,6,27,0,0,39.24,39.86,78.3,472.7,10.69,85.2,37.83,,7.14,577,13.88,,4.5,3.33,4.9,13.32,31.7,82.0,86.0,1,4,2,,,,,,,,,,,,,
R03805,C0508,Synthetic,Synthetic_History,8,5,Sahiwal,7.4,6,6,26,0,0,38.96,39.57,79.2,491.9,11.62,72.1,37.41,,7.0,577,13.74,,4.64,3.36,4.78,13.49,31.6,78.9,85.3,1,4,2,,,,,,,,,,,,,
R03806,C0508,Synthetic,Synthetic_History,7,6,Sahiwal,7.4,6,6,25,0,0,39.13,40.46,81.7,476.8,9.86,57.8,37.34,,7.18,492,11.94,,3.78,3.02,4.84,12.58,30.6,78.3,83.6,1,4,2,,,,,,,,,,,,,
R03807,C0508,Synthetic,Synthetic_History,6,7,Sahiwal,7.4,6,6,24,0,0,39.15,40.1,82.1,491.8,9.2,64.0,37.52,,7.35,549,10.67,,4.39,3.1,4.75,13.04,30.9,86.5,85.4,1,4,2,,,,,,,,,,,,,
R03808,C0509,Synthetic,Synthetic_History,27,1,Holstein_Friesian,5.2,3,3,33,1,0,38.35,38.7,71.2,476.6,20.56,60.1,35.82,,5.01,136,11.16,,3.11,3.29,4.86,12.13,33.0,68.1,85.6,2,2,2,,,,,,,,,,,,,
R03809,C0509,Synthetic,Synthetic_History,26,2,Holstein_Friesian,5.2,3,3,32,1,0,38.31,38.83,70.4,472.9,20.16,58.1,35.68,,4.7,103,9.31,,3.72,3.16,5.16,12.61,32.6,64.0,84.3,2,2,2,,,,,,,,,,,,,
R03810,C0509,Synthetic,Synthetic_History,25,3,Holstein_Friesian,5.2,3,3,31,1,0,38.17,38.63,76.8,475.6,21.01,74.6,35.48,,4.75,78,10.07,,3.87,2.92,4.63,12.01,32.1,68.8,84.3,2,2,2,,,,,,,,,,,,,
R03811,C0509,Synthetic,Synthetic_History,24,4,Holstein_Friesian,5.2,3,3,30,1,0,38.54,38.81,72.3,485.5,22.56,63.2,35.45,,4.43,77,10.58,,3.64,3.32,4.96,12.5,31.3,68.6,83.1,2,2,2,,,,,,,,,,,,,
R03812,C0509,Synthetic,Synthetic_History,23,5,Holstein_Friesian,5.2,3,3,29,1,0,38.19,38.58,75.1,507.7,21.31,74.2,35.43,,4.82,86,11.4,,3.41,3.11,4.75,11.96,31.1,70.6,83.1,2,2,2,,,,,,,,,,,,,
R03813,C0509,Synthetic,Synthetic_History,22,6,Holstein_Friesian,5.2,3,3,28,1,0,38.34,38.76,83.6,516.0,21.79,86.8,35.28,,4.92,95,13.46,,3.89,3.08,4.88,12.39,30.4,66.5,81.5,2,2,2,,,,,,,,,,,,,
R03814,C0509,Synthetic,Synthetic_History,21,7,Holstein_Friesian,5.2,3,3,27,1,0,38.51,38.74,84.6,548.6,22.28,85.9,35.15,,5.24,92,14.37,,3.22,3.01,5.11,12.07,29.8,63.4,80.1,2,2,2,,,,,,,,,,,,,
R03815,C0510,Synthetic,Synthetic_History,25,1,Crossbred,4.1,2,2,265,0,1,38.56,38.71,79.9,441.9,17.94,100.3,35.75,,4.06,142,21.14,,4.57,2.79,4.67,12.65,23.6,78.6,72.5,1,5,3,,,,,,,,,,,,,
R03816,C0510,Synthetic,Synthetic_History,24,2,Crossbred,4.1,2,2,264,0,1,38.55,38.75,76.3,443.1,17.09,98.7,36.11,,3.52,147,20.29,,3.96,3.43,4.71,12.78,24.1,74.6,72.9,1,5,3,,,,,,,,,,,,,
R03817,C0510,Synthetic,Synthetic_History,23,3,Crossbred,4.1,2,2,263,0,1,38.93,39.25,81.2,460.8,15.93,99.6,36.45,,3.38,169,21.15,,3.36,2.78,4.79,11.81,23.7,80.1,72.8,1,5,3,,,,,,,,,,,,,
R03818,C0510,Synthetic,Synthetic_History,22,4,Crossbred,4.1,2,2,262,0,1,38.85,39.71,83.3,469.7,17.99,98.7,36.75,,3.38,169,22.73,,4.0,3.17,4.65,12.56,23.7,86.1,73.4,1,5,3,,,,,,,,,,,,,
R03819,C0510,Synthetic,Synthetic_History,21,5,Crossbred,4.1,2,2,261,0,1,38.43,38.87,80.9,482.9,18.93,110.1,36.45,,3.33,128,24.01,,3.78,3.34,4.9,12.71,21.6,88.8,70.2,1,5,3,,,,,,,,,,,,,
R03820,C0510,Synthetic,Synthetic_History,20,6,Crossbred,4.1,2,2,260,0,1,38.27,38.78,77.0,482.9,16.62,115.6,36.68,,3.29,96,23.07,,3.69,3.28,4.57,12.27,20.9,93.1,69.2,1,5,3,,,,,,,,,,,,,
R03821,C0510,Synthetic,Synthetic_History,19,7,Crossbred,4.1,2,2,259,0,1,38.81,38.96,69.3,484.9,15.43,108.1,36.82,,3.47,96,21.92,,3.34,3.33,4.72,12.27,21.3,87.3,69.5,1,5,3,,,,,,,,,,,,,
R03822,C0511,Synthetic,Synthetic_History,6,1,Crossbred,6.6,6,6,7,0,0,38.24,38.74,72.8,419.1,18.76,114.0,35.27,,5.08,195,25.01,,3.96,2.75,4.67,12.04,25.3,50.4,72.2,1,1,2,,,,,,,,,,,,,
R03823,C0511,Synthetic,Synthetic_History,5,2,Crossbred,6.6,6,6,6,0,0,38.55,38.73,76.9,419.9,18.65,121.7,35.44,,4.99,175,26.12,,3.71,3.37,4.42,12.46,27.8,47.9,75.1,1,1,2,,,,,,,,,,,,,
R03824,C0511,Synthetic,Synthetic_History,4,3,Crossbred,6.6,6,6,5,0,0,38.38,38.69,87.3,416.5,16.94,111.4,35.4,,5.27,144,27.39,,3.25,3.17,5.01,12.07,25.9,45.6,72.4,1,1,2,,,,,,,,,,,,,
R03825,C0511,Synthetic,Synthetic_History,3,4,Crossbred,6.6,6,6,4,0,0,38.43,38.88,87.7,433.2,17.68,145.8,35.15,,5.32,138,29.02,,3.59,3.18,4.79,12.3,24.4,49.4,70.9,1,1,2,,,,,,,,,,,,,
R03826,C0511,Synthetic,Synthetic_History,2,5,Crossbred,6.6,6,6,3,0,0,38.4,38.85,100.0,463.7,18.04,125.4,35.27,,4.82,176,26.95,,3.55,3.55,4.7,12.73,24.4,50.7,71.0,1,1,2,,,,,,,,,,,,,
R03827,C0511,Synthetic,Synthetic_History,1,6,Crossbred,6.6,6,6,2,0,0,38.58,38.61,97.0,468.5,16.1,123.9,35.58,,4.75,229,26.31,,3.61,3.14,4.51,12.01,24.9,48.1,71.4,1,1,2,,,,,,,,,,,,,
R03828,C0512,Synthetic,Synthetic_History,24,1,Sahiwal,2.0,1,1,276,0,0,38.66,39.04,90.4,501.7,11.15,80.0,34.85,,4.88,186,19.39,,3.51,3.01,4.93,12.19,30.1,63.0,80.4,2,3,2,,,,,,,,,,,,,
R03829,C0512,Synthetic,Synthetic_History,23,2,Sahiwal,2.0,1,1,275,0,0,38.25,38.83,100.0,508.2,12.21,105.0,34.7,,4.97,166,21.71,,3.15,3.16,4.58,11.74,31.0,58.5,81.0,2,3,2,,,,,,,,,,,,,
R03830,C0512,Synthetic,Synthetic_History,22,3,Sahiwal,2.0,1,1,274,0,0,38.07,38.57,100.0,525.9,16.09,107.2,34.18,,4.86,149,23.0,,4.27,2.56,4.72,12.08,30.5,55.9,79.9,2,3,2,,,,,,,,,,,,,
R03831,C0512,Synthetic,Synthetic_History,21,4,Sahiwal,2.0,1,1,273,0,0,38.34,38.31,100.0,535.4,13.42,101.6,34.25,,4.69,189,22.48,,3.67,2.71,4.99,12.1,31.1,50.4,79.8,2,3,2,,,,,,,,,,,,,
R03832,C0512,Synthetic,Synthetic_History,20,5,Sahiwal,2.0,1,1,272,0,0,37.89,38.08,100.0,526.1,13.82,111.9,34.14,,4.7,185,24.21,,4.28,3.08,5.08,13.21,30.3,52.6,79.1,2,3,2,,,,,,,,,,,,,
R03833,C0512,Synthetic,Synthetic_History,19,6,Sahiwal,2.0,1,1,271,0,0,38.4,39.05,100.0,558.3,13.17,97.7,34.46,,4.44,173,23.99,,3.61,3.33,4.59,12.29,29.6,58.0,79.0,2,3,2,,,,,,,,,,,,,
R03834,C0512,Synthetic,Synthetic_History,18,7,Sahiwal,2.0,1,1,270,0,0,38.16,38.46,98.6,579.7,13.05,122.6,34.6,,4.54,163,24.52,,4.03,3.52,4.66,12.81,29.3,52.3,77.8,2,3,2,,,,,,,,,,,,,
R03835,C0513,Synthetic,Synthetic_History,3,1,Crossbred,2.0,1,1,201,0,1,38.34,38.84,64.5,466.6,16.42,80.3,35.7,,4.31,143,14.72,,3.54,3.13,4.39,11.67,26.8,65.5,76.0,3,3,2,,,,,,,,,,,,,
R03836,C0513,Synthetic,Synthetic_History,2,2,Crossbred,2.0,1,1,200,0,1,38.43,38.86,61.2,461.7,13.46,67.7,35.88,,4.21,140,13.18,,3.64,3.63,4.82,13.02,26.1,66.7,75.1,3,3,2,,,,,,,,,,,,,
R03837,C0513,Synthetic,Synthetic_History,1,3,Crossbred,2.0,1,1,199,0,1,38.46,38.83,66.9,438.9,17.77,74.5,35.67,,3.92,132,15.58,,3.26,2.95,4.65,11.49,26.7,68.3,76.3,3,3,2,,,,,,,,,,,,,
R03838,C0514,Synthetic,Synthetic_History,12,1,Crossbred,5.9,5,5,105,0,1,39.37,40.23,51.2,510.6,16.16,64.3,37.45,,6.48,618,11.2,,3.6,3.78,4.48,12.68,29.8,63.8,80.1,1,3,2,,,,,,,,,,,,,
R03839,C0514,Synthetic,Synthetic_History,11,2,Crossbred,5.9,5,5,104,0,1,39.25,40.42,52.6,524.1,14.74,68.4,37.65,,6.48,707,9.67,,3.63,3.14,4.69,12.03,30.4,61.2,80.6,1,3,2,,,,,,,,,,,,,
R03840,C0514,Synthetic,Synthetic_History,10,3,Crossbred,5.9,5,5,103,0,1,39.45,40.49,57.1,541.9,16.37,62.9,37.27,,6.19,756,10.59,,4.42,3.57,4.63,13.35,30.8,64.7,81.7,1,3,2,,,,,,,,,,,,,
R03841,C0514,Synthetic,Synthetic_History,9,4,Crossbred,5.9,5,5,102,0,1,39.18,39.78,61.1,518.1,16.37,45.2,37.34,,6.16,881,9.83,,3.22,3.36,4.76,11.97,32.0,71.8,84.8,1,3,2,,,,,,,,,,,,,
R03842,C0514,Synthetic,Synthetic_History,8,5,Crossbred,5.9,5,5,101,0,1,39.06,39.85,58.4,491.7,13.95,57.5,37.36,,5.83,723,9.25,,4.39,3.3,4.71,12.97,33.7,68.8,86.8,1,3,2,,,,,,,,,,,,,
R03843,C0514,Synthetic,Synthetic_History,7,6,Crossbred,5.9,5,5,100,0,1,38.85,40.01,54.5,465.2,13.36,72.3,37.05,,5.72,748,10.8,,4.18,3.4,4.62,12.86,33.4,68.6,86.2,1,3,2,,,,,,,,,,,,,
R03844,C0514,Synthetic,Synthetic_History,6,7,Crossbred,5.9,5,5,99,0,1,39.22,39.95,46.6,441.3,11.84,59.1,37.6,,5.75,817,10.92,,4.09,3.22,4.69,12.68,33.0,61.1,84.3,1,3,2,,,,,,,,,,,,,
R03845,C0515,Synthetic,Synthetic_History,19,1,Crossbred,4.6,4,4,47,0,1,38.44,38.85,80.0,430.3,17.15,100.0,35.36,,4.96,96,18.02,,3.93,3.01,4.76,12.67,27.4,67.2,77.1,1,3,2,,,,,,,,,,,,,
R03846,C0515,Synthetic,Synthetic_History,18,2,Crossbred,4.6,4,4,46,0,1,38.64,39.35,78.6,431.3,17.42,73.7,35.61,,4.44,83,18.04,,3.95,3.27,4.33,12.14,26.5,66.6,75.8,1,3,2,,,,,,,,,,,,,
R03847,C0515,Synthetic,Synthetic_History,17,3,Crossbred,4.6,4,4,45,0,1,38.73,39.17,81.2,421.8,16.37,96.6,36.04,,4.34,85,17.45,,3.93,3.06,4.81,12.39,27.0,62.1,75.9,1,3,2,,,,,,,,,,,,,
R03848,C0515,Synthetic,Synthetic_History,16,4,Crossbred,4.6,4,4,44,0,1,38.63,39.04,79.7,376.9,15.33,92.3,36.19,,4.2,84,20.32,,3.11,3.74,4.88,12.46,26.6,61.8,75.3,1,3,2,,,,,,,,,,,,,
R03849,C0515,Synthetic,Synthetic_History,15,5,Crossbred,4.6,4,4,43,0,1,38.33,39.07,74.2,399.5,17.7,85.9,36.12,,3.85,85,21.15,,3.99,3.34,4.6,12.76,25.9,57.2,73.8,1,3,2,,,,,,,,,,,,,
R03850,C0515,Synthetic,Synthetic_History,14,6,Crossbred,4.6,4,4,42,0,1,38.56,39.01,65.8,378.6,17.76,104.5,35.84,,3.83,78,22.22,,3.37,2.95,4.9,11.98,25.7,54.3,73.2,1,3,2,,,,,,,,,,,,,
R03851,C0515,Synthetic,Synthetic_History,13,7,Crossbred,4.6,4,4,41,0,1,38.5,38.62,64.1,402.3,17.11,104.1,36.14,,3.83,88,23.38,,4.25,3.21,4.56,12.8,27.3,60.6,76.1,1,3,2,,,,,,,,,,,,,
R03852,C0517,Synthetic,Synthetic_History,7,1,Crossbred,2.1,1,1,42,0,0,38.72,39.08,55.9,486.4,17.9,109.6,36.06,,4.36,135,22.98,,3.59,3.03,4.73,12.11,24.0,68.6,72.3,4,4,2,,,,,,,,,,,,,
R03853,C0517,Synthetic,Synthetic_History,6,2,Crossbred,2.1,1,1,41,0,0,38.45,38.54,51.8,478.5,17.56,103.6,35.76,,4.12,124,22.17,,4.7,2.88,4.54,12.63,23.3,71.3,71.4,4,4,2,,,,,,,,,,,,,
R03854,C0517,Synthetic,Synthetic_History,5,3,Crossbred,2.1,1,1,40,0,0,38.36,38.95,59.4,488.9,17.03,120.2,35.66,,4.01,117,24.97,,3.49,2.96,4.69,11.82,23.6,76.8,72.3,4,4,2,,,,,,,,,,,,,
R03855,C0517,Synthetic,Synthetic_History,4,4,Crossbred,2.1,1,1,39,0,0,38.3,38.77,55.6,461.5,18.63,125.1,35.75,,4.06,81,25.57,,2.75,2.95,5.07,11.3,24.7,75.6,73.9,4,4,2,,,,,,,,,,,,,
R03856,C0517,Synthetic,Synthetic_History,3,5,Crossbred,2.1,1,1,38,0,0,38.56,38.84,52.4,472.8,17.52,114.9,35.65,,3.94,75,26.09,,3.91,3.59,4.98,13.06,25.3,77.6,75.1,4,4,2,,,,,,,,,,,,,
R03857,C0517,Synthetic,Synthetic_History,2,6,Crossbred,2.1,1,1,37,0,0,38.32,38.68,62.5,483.7,20.22,123.1,35.77,,3.87,67,25.0,,3.51,3.53,4.93,12.68,24.8,79.7,74.6,4,4,2,,,,,,,,,,,,,
R03858,C0517,Synthetic,Synthetic_History,1,7,Crossbred,2.1,1,1,36,0,0,38.61,38.97,61.4,496.1,17.79,127.9,35.62,,4.15,67,24.13,,3.11,3.21,5.2,12.31,23.7,77.8,72.6,4,4,2,,,,,,,,,,,,,
R03859,C0518,Synthetic,Synthetic_History,13,1,Jersey,4.5,3,3,187,0,0,39.2,40.1,69.9,445.6,12.88,41.8,38.13,,7.01,650,6.54,,4.21,3.57,4.37,12.97,39.9,60.2,93.8,1,3,2,,,,,,,,,,,,,
R03860,C0518,Synthetic,Synthetic_History,12,2,Jersey,4.5,3,3,186,0,0,39.15,40.03,68.0,439.7,13.6,43.7,37.85,,7.0,633,5.28,,3.84,3.57,4.58,12.71,39.1,62.0,93.1,1,3,2,,,,,,,,,,,,,
R03861,C0518,Synthetic,Synthetic_History,11,3,Jersey,4.5,3,3,185,0,0,39.13,40.61,67.5,423.5,13.49,37.3,38.03,,6.79,633,3.22,,4.24,3.21,4.38,12.43,38.7,57.7,91.5,1,3,2,,,,,,,,,,,,,
R03862,C0518,Synthetic,Synthetic_History,10,4,Jersey,4.5,3,3,184,0,0,38.93,39.88,65.3,428.2,11.63,45.9,37.97,,6.84,664,3.0,,4.58,3.3,4.76,13.41,39.7,50.7,91.2,1,3,2,,,,,,,,,,,,,
